"url","Title","Place","DescSnip","Photo","Photo_alt","AllData","SubVals","SubTitles","Status","LinkURLs","LinkURLs_link"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/7/","3800 Covington Rd","Kalamazoo, Michigan","Sharp office building available for sale or lease. This building is located at the corner of Covington and Sprinkle half a mile south of I-94. ...","http://x.lnimg.com/photo/thumb_288/c94aa651e71041c38490e53c1110aaa0.jpg","3800 Covington Rd","3800 Covington Rd
Kalamazoo, Michigan
Sharp office building available for sale or lease. This building is located at the corner of Covington and Sprinkle half a mile south of I-94. ...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$149,900
2,400 SF
N/A
Office
Office Building","Active
$149,900
2,400 SF
N/A
Office
Office Building","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","3800 Covington Rd","http://www.loopnet.com/Listing/19673255/3800-Covington-Rd-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/7/","530 Nichols Road","Kalamazoo, Michigan","Excellent 1,920 SF free standing office building on the Westside, perfect for medical, insurance, financial planning and the like! The office...","http://x.lnimg.com/photo/thumb_288/d05ab9a4812a4e54aafb926a432299e2.jpg","530 Nichols Road","530 Nichols Road
Kalamazoo, Michigan
Excellent 1,920 SF free standing office building on the Westside, perfect for medical, insurance, financial planning and the like! The office...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$10.94
1,920 SF
1,920 SF
Office
Office Building","Active
1
$10.94
1,920 SF
1,920 SF
Office
Office Building","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","530 Nichols Road","http://www.loopnet.com/Listing/19656501/530-Nichols-Road-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/7/","530 Nichols Road","Kalamazoo, Michigan","Excellent 1,920 SF free standing office building on the Westside, perfect for medical, insurance, financial planning and the like! The office...","http://x.lnimg.com/photo/thumb_288/1b12043c65af4d119c188770d29c4a03.jpg","530 Nichols Road","530 Nichols Road
Kalamazoo, Michigan
Excellent 1,920 SF free standing office building on the Westside, perfect for medical, insurance, financial planning and the like! The office...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$199,000
1,920 SF
N/A
Office
Office Building","Active
$199,000
1,920 SF
N/A
Office
Office Building","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","530 Nichols Road","http://www.loopnet.com/Listing/19656488/530-Nichols-Road-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/7/","1909 W Main St","Kalamazoo, Michigan","1909 West Main Street, is a 2 story walkout with unconnected floors. The 2nd floor is accessed and has frontage on W. Main. The 1st floor/Ground...","http://x.lnimg.com/photo/thumb_288/8716f7d21d2b4b5fbde1639712e498cd.jpg","1909 W Main St","1909 W Main St
Kalamazoo, Michigan
1909 West Main Street, is a 2 story walkout with unconnected floors. The 2nd floor is accessed and has frontage on W. Main. The 1st floor/Ground...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$249,900
2,600 SF
N/A
Office
Office Building","Active
$249,900
2,600 SF
N/A
Office
Office Building","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","1909 W Main St","http://www.loopnet.com/Listing/19642443/1909-W-Main-St-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/7/","223 S Kalamazoo Mall","Kalamazoo, Michigan","Great opportunity to become a part of thriving, beautiful downtown Kalamazoo! The building consists of three stories and a basement. Parking lot...","http://x.lnimg.com/photo/thumb_288/0f577cad1ef24ee18cc2e952640da622.jpg","223 S Kalamazoo Mall","223 S Kalamazoo Mall
Kalamazoo, Michigan
Great opportunity to become a part of thriving, beautiful downtown Kalamazoo! The building consists of three stories and a basement. Parking lot...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$1,950,000
11,880 SF
N/A
Retail
Street Retail","Active
$1,950,000
11,880 SF
N/A
Retail
Street Retail","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","223 S Kalamazoo Mall","http://www.loopnet.com/Listing/19633461/223-S-Kalamazoo-Mall-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/7/","6075 E. G Avenue","Kalamazoo, Michigan","Very unique opportunity for an existing proven 27 hole golf course to carry property until redevelopment opportunity. Many, many possibilities...","http://x.lnimg.com/photo/thumb_288/1d2f0100dfcb41edb562a12cc31a99f9.jpg","6075 E. G Avenue","6075 E. G Avenue
Kalamazoo, Michigan
Very unique opportunity for an existing proven 27 hole golf course to carry property until redevelopment opportunity. Many, many possibilities...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$2,500,000
230.00 Acres
Land
Commercial/Other (land)","Active
$2,500,000
230.00 Acres
Land
Commercial/Other (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","6075 E. G Avenue","http://www.loopnet.com/Listing/19630662/6075-E-G-Avenue-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/7/","3928 S Westnedge","Kalamazoo, Michigan","Exceptional retail building on S Westnedge, corner location at Denway. 3,266 SF, 2,400 SF heated & cooled showroom/retail store. 866 SF separate...","http://x.lnimg.com/photo/thumb_288/cf412c9e0a25464eb9b4147983dbed65.jpg","3928 S Westnedge","3928 S Westnedge
Kalamazoo, Michigan
Exceptional retail building on S Westnedge, corner location at Denway. 3,266 SF, 2,400 SF heated & cooled showroom/retail store. 866 SF separate...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$10.00
3,266 SF
3,266 SF
Retail
Street Retail","Active
1
$10.00
3,266 SF
3,266 SF
Retail
Street Retail","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","3928 S Westnedge","http://www.loopnet.com/Listing/19621803/3928-S-Westnedge-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/7/","6563 West Main Street","Kalamazoo, Michigan","Office suite was formerly used as a data/information center for a medical facility. The building is located in the West Side Medical Center...","http://x.lnimg.com/photo/thumb_288/32b6304a528644eca642bfb2df1cbceb.jpg","6563 West Main Street","6563 West Main Street
Kalamazoo, Michigan
Office suite was formerly used as a data/information center for a medical facility. The building is located in the West Side Medical Center...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$10.00
14,500 SF
69,500 SF
Office
Office Building","Active
1
$10.00
14,500 SF
69,500 SF
Office
Office Building","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","6563 West Main Street","http://www.loopnet.com/Listing/19611743/6563-West-Main-Street-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/7/","3736 Miller Road","Kalamazoo, Michigan","Development site just north of the I-94 Sprinkle Road exit. The site is 2.14 acres, primarily flat and zoned M-1 Limited Manufacturing District. ...","http://x.lnimg.com/photo/thumb_288/e2072acb0b1a4f82ac8a4f418ec35d58.jpg","3736 Miller Road","3736 Miller Road
Kalamazoo, Michigan
Development site just north of the I-94 Sprinkle Road exit. The site is 2.14 acres, primarily flat and zoned M-1 Limited Manufacturing District. ...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$95,000
2.14 Acres
Land
Industrial (land)","Active
$95,000
2.14 Acres
Land
Industrial (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","3736 Miller Road","http://www.loopnet.com/Listing/19578703/3736-Miller-Road-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/7/","2322 Nazareth Road","Kalamazoo, Michigan","Very nice office building located just off of Gull Road. Open floor plan can adapt to many uses. Could easily be divided into two suites. ...","http://x.lnimg.com/photo/thumb_288/9f8750b88941426c9484e2964ff74b48.jpg","2322 Nazareth Road","2322 Nazareth Road
Kalamazoo, Michigan
Very nice office building located just off of Gull Road. Open floor plan can adapt to many uses. Could easily be divided into two suites. ...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$194,500
2,970 SF
N/A
Office
Office Building","Active
$194,500
2,970 SF
N/A
Office
Office Building","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","2322 Nazareth Road","http://www.loopnet.com/Listing/19575338/2322-Nazareth-Road-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/7/","5185 E Cork St","Kalamazoo, Michigan","Fantastic 12.8 acre land opportunity at the SWC of Cork Street & I-94 in Kalamazoo next to the Midlink Business Park. Parcel can be subdivided or...","http://x.lnimg.com/photo/thumb_288/5672a5ad63d64b7a9a789b038e837b96.jpg","5185 E Cork St","5185 E Cork St
Kalamazoo, Michigan
Fantastic 12.8 acre land opportunity at the SWC of Cork Street & I-94 in Kalamazoo next to the Midlink Business Park. Parcel can be subdivided or...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$1,132,560
4.72 Acres
Land
Commercial/Other (land)","Active
$1,132,560
4.72 Acres
Land
Commercial/Other (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","5185 E Cork St","http://www.loopnet.com/Listing/19536781/5185-E-Cork-St-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/7/","5159 E CORK ST","Kalamazoo, Michigan","Fantastic 12.8 acre land opportunity at the SWC of Cork Street & I-94 in Kalamazoo next to the Midlink Business Park. Parcels can be subdivided...","http://x.lnimg.com/photo/thumb_288/fcd8ec3294f74b97a0ae9f35060cfee4.jpg","5159 E CORK ST","5159 E CORK ST
Kalamazoo, Michigan
Fantastic 12.8 acre land opportunity at the SWC of Cork Street & I-94 in Kalamazoo next to the Midlink Business Park. Parcels can be subdivided...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$365,475
1.33 Acres
Land
Commercial/Other (land)","Active
$365,475
1.33 Acres
Land
Commercial/Other (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","5159 E CORK ST","http://www.loopnet.com/Listing/19536780/5159-E-CORK-ST-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/7/","E Cork St","Kalamazoo, Michigan","Fantastic 12.8 acre land opportunity at the SWC of Cork Street & I-94 in Kalamazoo next to the Midlink Business Park. Parcel can be subdivided or...","http://x.lnimg.com/photo/thumb_288/bf5873d430c1491fbc9192e7556226d7.jpg","E Cork St","E Cork St
Kalamazoo, Michigan
Fantastic 12.8 acre land opportunity at the SWC of Cork Street & I-94 in Kalamazoo next to the Midlink Business Park. Parcel can be subdivided or...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$3,000,000
12.80 Acres
Land
Commercial/Other (land)","Active
$3,000,000
12.80 Acres
Land
Commercial/Other (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","E Cork St","http://www.loopnet.com/Listing/19536778/E-Cork-St-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/7/","3003 S Burdick St","Kalamazoo, Michigan","71,732 SF Flex space. Mostly used as a warehouse facility. Rail siding available. Tenants include City of Kalamazoo, Nuway Thrift Store, and...","http://x.lnimg.com/photo/thumb_288/f25bf791326846878cab058b650be235.jpg","3003 S Burdick St","3003 S Burdick St
Kalamazoo, Michigan
71,732 SF Flex space. Mostly used as a warehouse facility. Rail siding available. Tenants include City of Kalamazoo, Nuway Thrift Store, and...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$1,295,000
71,732 SF
N/A
Industrial
Flex Space","Active
$1,295,000
71,732 SF
N/A
Industrial
Flex Space","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","3003 S Burdick St","http://www.loopnet.com/Listing/19532819/3003-S-Burdick-St-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/7/","913-917 Alcott Street","Kalamazoo, Michigan","Very basic office space. Utilities are included because we cannot split them. There is a fenced parking area. Bring your bargain shoppers.Tax...","http://x.lnimg.com/photo/thumb_288/d265e36dfc814fd596382ee07e7f88de.jpg","913-917 Alcott Street","913-917 Alcott Street
Kalamazoo, Michigan
Very basic office space. Utilities are included because we cannot split them. There is a fenced parking area. Bring your bargain shoppers.Tax...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$9.00
2,400 SF
36,389 SF
Office
Office Building","Active
1
$9.00
2,400 SF
36,389 SF
Office
Office Building","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","913-917 Alcott Street","http://www.loopnet.com/Listing/19523307/913-917-Alcott-Street-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/7/","2734 Miller Road","Kalamazoo, Michigan","Great Industrial space consists of manufacturing building and showroom with front offices. Previously occupied as a machine shop and...","http://x.lnimg.com/photo/thumb_288/55d1b9dd390946e7af3e20c295000284.jpg","2734 Miller Road","2734 Miller Road
Kalamazoo, Michigan
Great Industrial space consists of manufacturing building and showroom with front offices. Previously occupied as a machine shop and...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$164,900
5,952 SF
N/A
Industrial
Manufacturing","Active
$164,900
5,952 SF
N/A
Industrial
Manufacturing","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","2734 Miller Road","http://www.loopnet.com/Listing/19522039/2734-Miller-Road-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/7/","2901 S Westnedge","Kalamazoo, Michigan","Freestanding building on Westnedge. Adjacent to Burger King and across the street from Walgreens. Unique office/retail building with three...","http://x.lnimg.com/photo/thumb_288/06dcede08b274dd1a8592fb4c1a11b22.jpg","2901 S Westnedge","2901 S Westnedge
Kalamazoo, Michigan
Freestanding building on Westnedge. Adjacent to Burger King and across the street from Walgreens. Unique office/retail building with three...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$400,000
3,348 SF
N/A
Office
Office Building","Active
$400,000
3,348 SF
N/A
Office
Office Building","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","2901 S Westnedge","http://www.loopnet.com/Listing/19516333/2901-S-Westnedge-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/7/","1381 S Drake Road","Kalamazoo, Michigan","Excellent west side retail center near US-131. High exposure and premier location. Close to West Michigan Avenue and Drake Road intersection. ...","http://x.lnimg.com/photo/thumb_288/20f1055ae2f245d7acc23fbec997fd5d.jpg","1381 S Drake Road","1381 S Drake Road
Kalamazoo, Michigan
Excellent west side retail center near US-131. High exposure and premier location. Close to West Michigan Avenue and Drake Road intersection. ...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$799,900
7,480 SF
N/A
Office
Office Building","Active
$799,900
7,480 SF
N/A
Office
Office Building","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","1381 S Drake Road","http://www.loopnet.com/Listing/19516296/1381-S-Drake-Road-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/8/","612-616 East Vine","Kalamazoo, Michigan","Very well maintained facility. Newer warehouse, with very nice office & showroom. Ample parking. Loading docs and Overhead doors. Also includes...","http://x.lnimg.com/photo/thumb_288/2ce4bcd44c854a0e97043eed95cd467d.jpg","612-616 East Vine","612-616 East Vine
Kalamazoo, Michigan
Very well maintained facility. Newer warehouse, with very nice office & showroom. Ample parking. Loading docs and Overhead doors. Also includes...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$1,249,000
31,009 SF
N/A
Industrial
Office Showroom","Active
$1,249,000
31,009 SF
N/A
Industrial
Office Showroom","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","612-616 East Vine","http://www.loopnet.com/Listing/19515478/612-616-East-Vine-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/8/","VL E. ML Avenue","Kalamazoo, Michigan","Development opportunity for office location. Three acres of gently rolling wooded land with 260` of frontage and visibility from Interstate 94...","http://x.lnimg.com/photo/thumb_288/b5b0f0524eb14501ba7017c4db66e2a3.jpg","VL E. ML Avenue","VL E. ML Avenue
Kalamazoo, Michigan
Development opportunity for office location. Three acres of gently rolling wooded land with 260` of frontage and visibility from Interstate 94...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$20,000
3.00 Acres
Land
Commercial/Other (land)","Active
$20,000
3.00 Acres
Land
Commercial/Other (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","VL E. ML Avenue","http://www.loopnet.com/Listing/19513129/VL-E-ML-Avenue-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/8/","4239 S. Westnedge Avenue","Kalamazoo, Michigan","Unique freestanding building on South Westnedge Avenue. Used to be former Bridal Shop and the current owner is the Kalamazoo Humane Society...","http://x.lnimg.com/photo/thumb_288/d3a5007e4b2d4fedbe031a8e3cf4955f.jpg","4239 S. Westnedge Avenue","4239 S. Westnedge Avenue
Kalamazoo, Michigan
Unique freestanding building on South Westnedge Avenue. Used to be former Bridal Shop and the current owner is the Kalamazoo Humane Society...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$279,900
4,058 SF
N/A
Retail
Street Retail","Active
$279,900
4,058 SF
N/A
Retail
Street Retail","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","4239 S. Westnedge Avenue","http://www.loopnet.com/Listing/19513127/4239-S-Westnedge-Avenue-Kalamazoo-MI/"
